_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genres,ltable_Type,ltable_ProductionHouse,ltable_Year,rtable_Title,rtable_Genres,rtable_Type,rtable_ProductionHouse,rtable_Year,gold
41611,1965,7961,Natsu no Arashi! Akinaichuu (Summer Storm! Open for Business),"['Comedy', 'Fantasy', 'Romance']",TV,"['Shaft', 'TV Tokyo Music', 'GANSIS']",2009-2009,Gekijouban Kara no Kyoukai: Mirai Fukuin - The Garden of Sinners Recalled Out Summer,"['Based on a Light Novel', 'Mystery', 'Supernatural']",Movie,['ufotable'],2013,0
41627,163,7965,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,"['Action', 'Comedy', 'Mystery', 'Police']",Movie,['Studio Gallop'],1999-1999,Mahou Shoujo Madoka Magica Movie 1: Hajimari no Monogatari,"['Fantasy', 'Magical Girl', 'Psychological', 'Recap', 'School Life']",Movie,['Shaft'],2012,0
41808,916,7989,Inu x Boku SS Special (Inu X Boku Secret Service Special),"['Comedy', 'Shounen', 'Supernatural']",Special,"['Aniplex', 'David Production', 'Sentai Filmworks']",2012-2012,Mobile Suit Gundam SEED Destiny Special Edition II: Respective Swords,['Sci Fi'],TV Special,['Sunrise'],2006,0
41919,1096,7991,Needless Specials,"['Comedy', 'Ecchi', 'School']",Special,"['Madhouse', 'Sentai Filmworks']",2009-2010,Needless,"['Action', 'Based on a Manga', 'Ecchi', 'Panty Shots', 'Post-apocalyptic', 'Sci Fi', 'Superpowers']",TV,['MADHOUSE'],2009,1
42612,2313,8067,Seikimatsu Occult Gakuin (Occult Academy),"['Comedy', 'Mystery', 'School', 'Sci-Fi', 'Supernatural']",TV,"['Aniplex', 'Xebec', 'A-1 Pictures', 'NIS America', 'Inc.', 'TV Tokyo Music']",2010-2010,Seikimatsu Occult Gakuin,"['Original Work', 'School Life', 'Supernatural', 'Time Travel']",TV,['A-1 Pictures'],2010,1
42648,31,8085,Byousoku 5 Centimeter (5 Centimeters per Second),"['Drama', 'Romance', 'Slice of Life']",Movie,"['ADV Films', 'Bandai Entertainment', 'CoMix Wave Films', 'Discotek']",2007-2007,The IDOLM@STER: Cinderella Girls Second Series,"['Based on a Video Game', 'Idols']",TV,['A-1 Pictures'],2015 - ?,0
43027,162,8165,Escaflowne (Escaflowne: A Girl in Gaea),"['Adventure', 'Drama', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi', 'Shoujo']",Movie,"['Bones', 'Sunrise', 'FUNimation Entertainment', 'Bandai Entertainment', 'Atelier Musa']",2000-2000,Vision of Escaflowne: A Girl in Gaea,"['Action', 'Explicit Violence', 'Fantasy', 'Mecha', 'Person in a Strange World', 'Romance', 'Shoujo', 'Swordplay']",Movie,['Sunrise'],2000,1
43033,2297,8167,Muteki Choujin Zanbot 3 (Invincible Superman Zanbot 3),"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",TV,['Sunrise'],1977-1978,Invincible Superman Zanbot 3,['Mecha'],TV,['Sunrise'],1977 - 1978,1
43133,1551,8187,Mobile Suit Gundam Wing,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",TV,"['Sunrise', 'TV Asahi', 'Bandai Entertainment']",1995-1996,Mobile Suit Gundam SEED Destiny Special Edition I: The Broken World,['Sci Fi'],TV Special,['Sunrise'],2006,0
43394,941,8236,Baka to Test to Shoukanjuu Specials,"['Comedy', 'Magic', 'School']",Special,"['FUNimation Entertainment', 'Silver Link']",2010-2010,To Aru Kagaku no Railgun Specials,"['Comedy', 'Magic', 'Psychic Powers', 'Sci Fi', 'Supernatural']",DVD Special,['J.C.Staff'],2010,0
43405,1063,8236,Senkou no Night Raid Specials (Night Raid 1931 Specials),"['Action', 'Historical', 'Military', 'Super Power']",Special,"['Aniplex', 'A-1 Pictures', 'Sentai Filmworks']",2010-2010,To Aru Kagaku no Railgun Specials,"['Comedy', 'Magic', 'Psychic Powers', 'Sci Fi', 'Supernatural']",DVD Special,['J.C.Staff'],2010,0
43418,1199,8236,Aru Tabibito no Nikki Specials,"['Adventure', 'Fantasy']",Special,['Robot'],2006-2006,To Aru Kagaku no Railgun Specials,"['Comedy', 'Magic', 'Psychic Powers', 'Sci Fi', 'Supernatural']",DVD Special,['J.C.Staff'],2010,0
43459,1146,8243,Otome wa Boku ni Koishiteru Special,"['Comedy', 'Romance', 'School']",Special,['Feel'],2007-2007,Gekijouban Toriko: Bishokushin no Special Menu,"['[]""']""",Movie,['Toei Animation'],2013,0
43601,219,8268,Star Driver the Movie,"['Action', 'Mecha', 'Shounen']",Movie,"['Bones', 'Aniplex', 'Dentsu', 'Square Enix', 'Mainichi Broadcasting', 'Bandai Namco Games']",2013-2013,Yu Yu Hakusho: The Movie,"['[]""']""",Movie,['Studio Pierrot'],1993,0
43773,1615,8294,Hayate no Gotoku! (Hayate the Combat Butler),"['Action', 'Comedy', 'Harem', 'Parody', 'Romance']",TV,"['TV Tokyo', 'Shogakukan Productions', 'SynergySP', 'Studio Tulip', 'Bandai Entertainment', 'Sentai Filmworks']",2007-2008,Hayate no Gotoku! Cuties,"['Based on a Manga', 'Comedy']",TV,['Manglobe'],2013,0
43805,999,8297,Suisei no Gargantia Specials,"['Action', 'Mecha', 'Sci-Fi']",Special,"['Production I.G', 'Viz Media']",2013-2013,Senyuu. Specials,['Comedy'],DVD Special,['Ordet'],2013,0
43853,1186,8297,RahXephon Specials,"['Action', 'Drama', 'Mecha', 'Music', 'Mystery', 'Romance', 'Sci-Fi']",Special,['Bones'],2003-2004,Senyuu. Specials,['Comedy'],DVD Special,['Ordet'],2013,0
44176,929,8380,Cardcaptor Sakura Specials,['Comedy'],Special,['NHK Enterprises'],1998-1999,Nichijou Specials,"['Comedy', 'Slice of Life']",DVD Special,['Kyoto Animation'],2011 - 2012,0
44440,1922,8399,Zettai Karen Children (Psychic Squad),"['Action', 'Comedy', 'Shounen', 'Supernatural']",TV,"['TV Tokyo', 'Geneon Universal Entertainment', 'Shogakukan Productions', 'SynergySP', 'Half H.P Studio', 'Sentai Filmworks']",2008-2009,Fantastic Children,"['Mystery', 'Sci Fi']",TV,['Nippon Animation'],2004 - 2005,0
44600,1152,8445,Seirei Tsukai no Blade Dance Specials,"['Action', 'Fantasy', 'School', 'Supernatural']",Special,['TNK'],2014-2015,Seirei Tsukai no Blade Dance,"['Based on a Light Novel', 'Fantasy', 'Harem', 'Master-Servant Relationship', 'School Life', 'Supernatural', 'Tsundere']",TV,['TNK'],2014,1
44665,1235,8451,Oniichan no Koto nanka Zenzen Suki Janain Dakara ne!! Special,"['Comedy', 'Ecchi', 'Romance']",Special,['Zexcs'],2011-2011,Super Robot Wars: OG Divine Wars Special,"['Action', 'Based on a Video Game', 'Mecha', 'Military', 'Sci Fi', 'War']",DVD Special,['OLM'],2007,0
44846,2865,8491,Hakugei Densetsu (Hakugei: Legend of the Moby Dick),"['Adventure', 'Sci-Fi']",TV,"['ADV Films', 'Studio Junio', 'Annapuru']",1997-1999,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,"['Based on a Novel', 'Drama', 'Military', 'Outer Space', 'Political', 'Sci Fi', 'Space Opera', 'War']",Movie,[''],1993,0
45140,182,8554,Kakurenbo,"['Horror', 'Psychological', 'Supernatural']",Movie,"['Shuuhei Morita', 'Yamato Works']",2004-2004,Kakurenbo: Hide & Seek,"['High Stakes Games', 'Horror', 'Shorts']",Movie,['CoMix Wave Inc.'],2004,1
45147,1878,8560,Glass no Kamen,"['Drama', 'Romance', 'Shoujo']",TV,"['Eiken', 'Studio Jack']",1984-1984,Glass no Usagi,"['[]""']""",Movie,['Magic Bus'],2005,0
45251,987,8583,Aria The Origination Picture Drama,"['Fantasy', 'Sci-Fi', 'Slice of Life']",Special,"['Hal Film Maker', 'Right Stuf']",2008-2008,Zero no Tsukaima: Princess no Rondo Picture Drama,"['Comedy', 'Ecchi', 'Master-Servant Relationship', 'Picture Drama', 'Romance']",DVD Special,['J.C.Staff'],2008 - 2009,0
45314,3019,8584,Sister Princess,"['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life']",TV,"['Starchild Records', 'ADV Films', 'Zexcs', 'TV Tokyo Music', 'GANSIS']",2001-2001,The Familiar of Zero: Princess no Rondo Picture Drama,"['Comedy', 'Ecchi', 'Master-Servant Relationship', 'Picture Drama', 'Romance']",DVD Special,['J.C.Staff'],2008 - 2009,0
45418,986,8627,Kindaichi Shounen no Jikenbo Specials,"['Mystery', 'Shounen']",Special,['Toei Animation'],2007-2007,Zombie-Loan Specials,['Supernatural'],DVD Special,['XEBEC'],2008,0
45435,1054,8627,Sola Specials,"['Comedy', 'Romance', 'Slice of Life', 'Supernatural']",Special,"['Bandai Visual', 'Nomad']",2007-2007,Zombie-Loan Specials,['Supernatural'],DVD Special,['XEBEC'],2008,0
45483,916,8628,Inu x Boku SS Special (Inu X Boku Secret Service Special),"['Comedy', 'Shounen', 'Supernatural']",Special,"['Aniplex', 'David Production', 'Sentai Filmworks']",2012-2012,Dream 9 Toriko x One Piece x Dragon Ball Z Super Collabo Special,"['Crossover', 'Racing', 'Superpowers']",TV Special,['Toei Animation'],2013,0
45543,965,8630,Maria-sama ga Miteru 4th Specials,['Comedy'],Special,"['Studio Deen', 'Right Stuf']",2009-2009,Girls und Panzer Specials,"['[]""']""",DVD Special,['Actas'],2012 - 2013,0
45565,1043,8630,Mokke Specials (Mokke Special Episodes),"['Mystery', 'Slice of Life', 'Supernatural']",Special,"['Madhouse', 'Kodansha']",2008-2008,Girls und Panzer Specials,"['[]""']""",DVD Special,['Actas'],2012 - 2013,0
45589,1161,8630,Witch Craft Works Specials,"['Comedy', 'Magic']",Special,"['J.C.Staff', 'Lantis']",2014-2014,Girls und Panzer Specials,"['[]""']""",DVD Special,['Actas'],2012 - 2013,0
45667,1104,8637,Mayoi Neko Overrun! Specials,"['Comedy', 'Ecchi']",Special,['AIC'],2010-2010,Solty Rei Specials,"['[]""']""",DVD Special,['AIC'],2006 - 2007,0
45726,2899,8645,iDOLM@STER Xenoglossia,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']",TV,"['Sunrise', 'Sentai Filmworks']",2007-2007,iDOLM@STER: Shiny Festa,['Idols'],OVA,['A-1 Pictures'],2012,0
45741,1780,8650,Bishoujo Senshi Sailor Moon SuperS (Sailor Moon SuperS),"['Drama', 'Magic', 'Romance', 'Shoujo']",TV,"['Toei Animation', 'TV Asahi', 'Viz Media']",1995-1996,Bishoujo Senshi Sailor Moon Sailor Stars Hero Club,"['Magical Girl', 'Shoujo']",OVA,['Toei Animation'],1996 - 1997,0
45812,871,8662,Mahou Tsukai Tai! vs. Shamanic Princess,"['Comedy', 'Fantasy', 'Magic']",OVA,"['Bandai Visual', 'NYAV Post']",1998-1998,Princess Resurrection,"['Master-Servant Relationship', 'Supernatural']",TV,['MADHOUSE'],2007,0
45875,1009,8664,Zombie-Loan Specials,"['Action', 'Shounen', 'Supernatural']",Special,"['Xebec', 'NAS', 'Discotek']",2008-2008,Mai-Otome Specials,"['Fantasy', 'Sci Fi', 'Superpowers']",DVD Special,['Sunrise'],2006,0
45926,1239,8664,Robot Girls Z Specials,"['Comedy', 'Parody']",Special,"['Toei Animation', 'Nippon Columbia', 'LandQ studios']",2014-2014,Mai-Otome Specials,"['Fantasy', 'Sci Fi', 'Superpowers']",DVD Special,['Sunrise'],2006,0
45944,2292,8674,Hataraki Man,"['Comedy', 'Drama', 'Romance', 'Seinen', 'Slice of Life']",TV,"['Studio Gallop', 'Kodansha', 'Fuji TV', 'Sony Music Entertainment']",2006-2006,Hataraki Man,"['Based on a Manga', 'Drama', 'noitaminA', 'Slice of Life', 'Work Life']",TV,['Gallop'],2006,1
46052,84,8710,Afro Samurai Movie (Afro Samurai the Movie),"['Action', 'Adventure', 'Samurai']",Movie,"['Gonzo', 'FUNimation Entertainment']",2007-2007,Samurai Deeper Kyo,"['Action', 'Based on a Manga', 'Feudal Japan', 'Samurai', 'Supernatural']",TV,['Studio Deen'],2002,0
46216,1043,8732,Mokke Specials (Mokke Special Episodes),"['Mystery', 'Slice of Life', 'Supernatural']",Special,"['Madhouse', 'Kodansha']",2008-2008,Yomigaeru Sora -Rescue Wings- Special,"['[]""']""",DVD Special,['J.C.Staff'],2006,0
46219,1116,8732,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,"['Action', 'Comedy', 'Kids', 'Shounen', 'Super Power']",Special,['TV Asahi'],2007-2007,Yomigaeru Sora -Rescue Wings- Special,"['[]""']""",DVD Special,['J.C.Staff'],2006,0
46244,955,8735,Toshokan Sensou Special,"['Action', 'Comedy', 'Drama', 'Military', 'Romance']",Special,['Production I.G'],2008-2008,Dragonaut: The Resonance Special,"['Comedy', 'Dragons', 'Ecchi', 'Parody', 'School Life', 'Slice of Life']",DVD Special,['GONZO'],2008,0
46292,953,8738,Mobile Suit Gundam Seed Special Edition,"['Action', 'Mecha', 'Military', 'Sci-Fi', 'Space']",Special,"['Sunrise', 'Asatsu DK', 'Bandai Entertainment', 'Atelier Musa']",2004-2004,Locodol Special,['Idols'],DVD Special,['Feel'],2014,0
46421,220,8757,Jigoku Sensei Nube (Movie) (Hell Teacher Nube),"['Adventure', 'Comedy', 'Horror', 'School', 'Shounen', 'Supernatural']",Movie,['Toei Animation'],1996-1996,Hell Teacher Nube: Gozen 0 toki Nube Shisu,['Supernatural'],Movie,['Toei Animation'],1997,0
46450,1551,8761,Mobile Suit Gundam Wing,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",TV,"['Sunrise', 'TV Asahi', 'Bandai Entertainment']",1995-1996,Mobile Suit Victory Gundam,"['Mecha', 'Sci Fi']",TV,['Sunrise'],1993 - 1994,0
46475,1509,8765,Kindaichi Shounen no Jikenbo (TV),"['Mystery', 'Shounen']",TV,['Toei Animation'],1997-2000,Kindaichi Shounen no Jikenbo Movie,"['Detectives', 'Mystery']",Movie,['Toei Animation'],1996,0
46604,2201,8805,Motto! Ojamajo Doremi (More! Useless Witch Doremi),"['Comedy', 'Fantasy', 'Magic', 'Shoujo']",TV,['Toei Animation'],2001-2002,Bothersome Witch Doremi Se-cr-et,"['Family Friendly', 'Magic', 'Magical Girl', 'Original Work']",OVA,['Toei Animation'],2004,0
46919,1462,8840,Saiunkoku Monogatari (The Story of Saiunkoku),"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Historical', 'Romance']",TV,"['Madhouse', 'FUNimation Entertainment', 'NHK', 'Sogo Vision']",2006-2007,Gokinjo Monogatari Movie,"['Drama', 'Fashion', 'Love Triangle', 'Romance', 'Shoujo']",Movie,[''],1996,0
47000,1893,8858,Future GPX Cyber Formula,"['Adventure', 'Sci-Fi', 'Shounen', 'Sports']",TV,"['Sunrise', 'Bandai Entertainment']",1991-1991,GPX Cyber Formula Double-One,['Racing'],OVA,['Sunrise'],1992 - 1993,0
47011,1893,8860,Future GPX Cyber Formula,"['Adventure', 'Sci-Fi', 'Shounen', 'Sports']",TV,"['Sunrise', 'Bandai Entertainment']",1991-1991,Cyber Formula Double-One,['Racing'],OVA,['Sunrise'],1992 - 1993,0
47018,262,8863,Street Fighter Zero The Animation,"['Action', 'Drama', 'Martial Arts', 'Shounen', 'Super Power']",Movie,['Group TAC'],1999-1999,Cobra The Animation: The Psychogun,"['Action', 'Adventure', 'Aliens', 'Based on a Manga', 'Cyborgs', 'Ecchi', 'Sci Fi', 'Space Pirates']",OVA,['Magic Bus'],2008 - 2009,0
47039,2125,8863,Kurokami The Animation (Black God),"['Action', 'Martial Arts', 'Super Power']",TV,"['Sunrise', 'Bandai Visual', 'TV Asahi', 'Square Enix', 'Bandai Entertainment', 'Sentai Filmworks', 'NYAV Post']",2009-2009,Cobra The Animation: The Psychogun,"['Action', 'Adventure', 'Aliens', 'Based on a Manga', 'Cyborgs', 'Ecchi', 'Sci Fi', 'Space Pirates']",OVA,['Magic Bus'],2008 - 2009,0
47100,2761,8873,Lemon Angel Project,"['Drama', 'Music']",TV,['Radix'],2006-2006,Project ARMS,"['Cyborgs', 'Sci Fi', 'Superpowers']",TV,['TMS Entertainment'],2001,0
47399,2061,8914,Mobile Suit Gundam Seed Destiny,"['Action', 'Drama', 'Mecha', 'Military', 'Romance', 'Sci-Fi', 'Space']",TV,"['Sunrise', 'Mainichi Broadcasting', 'Bandai Entertainment', 'Sony Music Entertainment']",2004-2005,Mobile Suit Gundam ZZ,"['Futuristic', 'Mecha', 'Outer Space', 'Sci Fi']",TV,['Sunrise'],1986 - 1987,0
47502,2537,8921,Senkou no Night Raid (Night Raid 1931),"['Action', 'Historical', 'Military', 'Super Power']",TV,"['TV Tokyo', 'Aniplex', 'A-1 Pictures', 'Sentai Filmworks']",2010-2010,Senkou no Night Raid: Panther Atop the Snow,"['[]""']""",DVD Special,['A-1 Pictures'],2010,1
48026,201,9013,Aoki Densetsu Shoot! (Movie) (Blue Legend Shoot!),"['Action', 'Shounen', 'Sports']",Movie,"['None found', 'add some']",1994-1994,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"['Based on a Novel', 'Drama', 'Military', 'Outer Space', 'Political', 'Sci Fi', 'Space Opera', 'War']",Movie,['Kitty Films'],1988,0
48054,1558,9014,Arslan Senki (TV) (The Heroic Legend of Arslan),"['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical', 'Supernatural']",TV,"['FUNimation Entertainment', 'Mainichi Broadcasting', 'Kodansha', 'Magic Capsule', 'SANZIGEN', 'LIDENFILMS', 'Graphinica', 'NBCUniversal Entertainment']",2015-2015,Legend of the Galactic Heroes: My Conquest is the Sea of Stars,"['Based on a Novel', 'Drama', 'Military', 'Outer Space', 'Political', 'Sci Fi', 'Space Opera', 'War']",Movie,['Kitty Films'],1988,0
48466,980,9073,Galaxy Angel 3 Specials,"['Comedy', 'Sci-Fi']",Special,"['Broccoli', 'Bandai Entertainment']",2003-2003,Magical Pokan Specials,"['[]""']""",DVD Special,['REMIC'],2006,0
48704,1037,9100,Chicchana Yukitsukai Sugar Specials,"['Comedy', 'Magic', 'Shoujo', 'Slice of Life']",Special,"['J.C.Staff', 'Kadokawa Shoten', 'Broccoli', 'TBS', 'Pioneer LDC', 'Sentai Filmworks']",2003-2003,A Little Snow Fairy Sugar Summer Specials,"['Family Friendly', 'Fantasy', 'Magic', 'Moe', 'Music', 'Original Work', 'Shoujo']",TV Special,['J.C.Staff'],2003,0
48705,1052,9100,Ookami to Koushinryou II Specials (Spice and Wolf II Specials),['Fantasy'],Special,"['FUNimation Entertainment', 'Brains Base']",2009-2009,A Little Snow Fairy Sugar Summer Specials,"['Family Friendly', 'Fantasy', 'Magic', 'Moe', 'Music', 'Original Work', 'Shoujo']",TV Special,['J.C.Staff'],2003,0
48809,1177,9115,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,"['Comedy', 'Romance', 'Seinen', 'Slice of Life']",Special,"['Aniplex', 'A-1 Pictures', 'Aniplex of America']",2013-2013,Naruto Shippuden: Konoha Gakuen Picture Drama Special,"['Comedy', 'Delinquents', 'Picture Drama', 'School Life']",DVD Special,['Studio Pierrot'],2008,0
48882,2040,9138,Ookami-san to Shichinin no Nakama-tachi,"['Comedy', 'Parody', 'Romance']",TV,"['J.C.Staff', 'Genco', 'Marvelous Entertainment', 'FUNimation Entertainment', 'Media Factory', 'AT-X', 'Magic Capsule', 'flying DOG']",2010-2010,Digimon Xros Wars: Aku no Death General to Shichinin no Oukoku,"['Action', 'Adventure', 'Family Friendly', 'Monster-of-the-week', 'Shounen']",TV,['Toei Animation'],2011,0
48990,759,9158,Super Robot Taisen OG The Animation,"['Mecha', 'Sci-Fi', 'Shounen', 'Space']",OVA,"['Bandai Visual', 'Media Blasters']",2005-2005,Kikaider-01: The Animation,"['Action', 'Androids', 'Cyborgs', 'Robots']",OVA,['Radix'],2001 - 2002,0
49014,1269,9162,Shingeki no Kyojin (Attack on Titan),"['Action', 'Drama', 'Fantasy', 'Shounen', 'Super Power']",TV,"['Production I.G', 'FUNimation Entertainment', 'Mainichi Broadcasting', 'Pony Canyon', 'Kodansha', 'Mad Box', 'Pony Canyon Enterprises', 'Wit Studio', 'Shingeki no Kyojin Team']",2013-2013,Attack on Titan: Since That Day,"['Action', 'Based on a Manga', 'Fantasy', 'Horror', 'Recap', 'Violence']",TV Special,['Production I.G'],2013,1
49021,2447,9163,Kyojin no Hoshi,"['Drama', 'Sports']",TV,"['Tokyo Movie Shinsha', 'Yomiuri Telecasting Corporation']",1968-1971,Shingeki no Kyojin: Since That Day,"['Action', 'Based on a Manga', 'Fantasy', 'Horror', 'Recap', 'Violence']",TV Special,['Production I.G'],2013,0
49193,910,9183,Lupin III vs. Detective Conan,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Shounen']",Special,"['Tokyo Movie Shinsha', 'Discotek']",2009-2009,Lupin III: Return Of Pycal,['Thieves'],OVA,['TMS Entertainment'],2002,0
49194,1762,9183,Lupin III (2015) (Lupin the Third),"['Action', 'Adventure', 'Comedy', 'Shounen']",TV,"['TMS Entertainment', 'Telecom Animation Film']",2015 -2015,Lupin III: Return Of Pycal,['Thieves'],OVA,['TMS Entertainment'],2002,0
49237,733,9197,Shin Koihime†Musou OVA,"['Comedy', 'Ecchi', 'Fantasy']",OVA,"['Marvelous Entertainment', 'Doga Kobo']",2010-2010,Shin Koihime Musou,"['Adventure', 'Based on an Eroge', 'Based on a Visual Novel', 'Ecchi', 'Martial Arts', 'Romance of the Three Kingdoms']",TV,['Dogakobo'],2009,0
49354,1104,9221,Mayoi Neko Overrun! Specials,"['Comedy', 'Ecchi']",Special,['AIC'],2010-2010,sola Specials,"['[]""']""",DVD Special,['Nomad'],2007,0
49509,229,9247,Spriggan,"['Adventure', 'Military', 'Sci-Fi', 'Shounen']",Movie,"['Studio 4°C', 'ADV Films', 'TBS']",1998-1998,Spriggan,"['Action', 'Based on a Manga', 'Futuristic', 'Psychic Powers', 'Sci Fi']",Movie,['Studio 4\xc2\xb0C'],1998,1
49517,653,9249,Kyuuketsuhime Miyu (Vampire Princess Miyu),"['Action', 'Demons', 'Drama', 'Horror', 'Vampire']",OVA,"['AIC', 'Animeigo']",1988-1989,Vampire Princess Miyu,"['Fantasy', 'Vampires']",OVA,['AIC'],1988 - 1989,0
49569,2942,9251,To Heart 2,"['Comedy', 'Drama', 'Harem', 'Romance', 'School', 'Slice of Life']",TV,['Oriental Light and Magic'],2005-2005,To Heart 2 OVA,"['Ecchi', 'Panty Shots', 'Romance', 'School Life', 'Slice of Life']",OVA,[''],2007,0
49600,1139,9252,Tide-Line Blue Special,"['Adventure', 'Drama', 'Shounen']",Special,['Bandai Entertainment'],2006-2006,C³ Special,"['[]""']""",DVD Special,['SILVER LINK'],2012,0
49642,39,9263,Colorful (Movie) (Colorful ~ The Motion Picture),"['Drama', 'Slice of Life', 'Supernatural']",Movie,"['Sunrise', 'Aniplex', 'Sentai Filmworks', 'Ascension', 'Sony Music Entertainment']",2010-2010,Dragon Ball Movie 3: Mystical Adventure,"['Adventure', 'Shounen']",Movie,['Toei Animation'],1988,0
49677,2342,9275,Project ARMS,"['Action', 'Martial Arts', 'Super Power']",TV,['TMS Entertainment'],2001-2001,Project Blue Earth SOS,"['Action', 'Aliens', 'Military', 'Sci Fi']",OVA,['A.C.G.T.'],2006,0
49773,963,9298,Bishoujo Senshi Sailor Moon SuperS Special,"['Magic', 'Romance', 'Shoujo']",Special,['Toei Animation'],1995-1995,Ichigo 100% Special,"['Ecchi', 'Panty Shots', 'Romance']",DVD Special,['MADHOUSE'],2004,0
49874,951,9310,Shigofumi Special (Shigofumi: Letters from the Departed Special),"['Drama', 'Fantasy', 'Psychological', 'Thriller']",Special,"['J.C.Staff', 'Bandai Visual', 'Genco', 'Sentai Filmworks']",2008-2008,Sunday Without God Special,"['Drama', 'Ecchi', 'Fantasy']",DVD Special,['MADHOUSE'],2014,0
49877,959,9310,Mobile Suit Gundam Seed Destiny Special Edition,"['Action', 'Drama', 'Mecha', 'Military', 'Romance', 'Sci-Fi', 'Space']",Special,"['Sunrise', 'Mainichi Broadcasting', 'Bandai Entertainment']",2006-2006,Sunday Without God Special,"['Drama', 'Ecchi', 'Fantasy']",DVD Special,['MADHOUSE'],2014,0
49880,984,9310,HeatGuy J Special,"['Action', 'Adventure', 'Mecha', 'Police', 'Sci-Fi']",Special,"['Bandai Visual', 'Satelight', 'FUNimation Entertainment']",2003-2003,Sunday Without God Special,"['Drama', 'Ecchi', 'Fantasy']",DVD Special,['MADHOUSE'],2014,0
49906,1593,9310,Special A (Special A (S.A)),"['Comedy', 'Romance', 'School', 'Shoujo']",TV,"['Gonzo', 'AIC', 'Sentai Filmworks', 'Showgate']",2008-2008,Sunday Without God Special,"['Drama', 'Ecchi', 'Fantasy']",DVD Special,['MADHOUSE'],2014,0
49970,991,9316,Sabagebu! Specials,"['Action', 'Comedy', 'Military', 'Shoujo']",Special,"['Lantis', 'Pierrot Plus']",2014-2015,Sumomomo Momomo Specials,"['Comedy', 'Martial Arts']",DVD Special,['Studio Hibari'],2007,0
50340,1161,9381,Witch Craft Works Specials,"['Comedy', 'Magic']",Special,"['J.C.Staff', 'Lantis']",2014-2014,Witch Craft Works OVA,"['[]""']""",OVA,['J.C.Staff'],2015,0
50568,952,9442,Higurashi no Naku Koro ni Kai Specials,"['Comedy', 'Parody']",Special,"['Geneon Universal Entertainment', 'Studio Deen']",2007-2008,"Kono Naka ni Hitori, Imouto ga Iru! Special",['Nudity'],DVD Special,['Studio Gokumi'],2013,0
50596,1187,9442,Inugami-san to Nekoyama-san Special,"['Comedy', 'School', 'Shoujo Ai']",Special,"['DAX Production', 'Seven', 'Dream Creation']",2014-2014,"Kono Naka ni Hitori, Imouto ga Iru! Special",['Nudity'],DVD Special,['Studio Gokumi'],2013,0
50758,403,9454,Tokyo Ravens Specials,"['Shounen', 'Supernatural']",ONA,"['Geneon Universal Entertainment', 'FUNimation Entertainment', 'Tokyo MX']",2013-2014,My-Hime Specials,"['Ecchi', 'Panty Shots', 'Romance']",DVD Special,['Sunrise'],2005,0
50759,407,9454,Working&#039;!! Announcement Specials,['Comedy'],ONA,['A-1 Pictures'],2011-2011,My-Hime Specials,"['Ecchi', 'Panty Shots', 'Romance']",DVD Special,['Sunrise'],2005,0
50767,928,9454,So Ra No Wo To Specials (Sound of the Sky),"['Military', 'Music', 'Sci-Fi', 'Slice of Life']",Special,"['Aniplex', 'A-1 Pictures']",2010-2010,My-Hime Specials,"['Ecchi', 'Panty Shots', 'Romance']",DVD Special,['Sunrise'],2005,0
50821,1169,9454,Fight Ippatsu! Juuden-chan!! Specials,"['Comedy', 'Ecchi']",Special,"['Studio Hibari', 'Media Blasters']",2009-2010,My-Hime Specials,"['Ecchi', 'Panty Shots', 'Romance']",DVD Special,['Sunrise'],2005,0
50978,1050,9466,Mai-HiME Specials (My-Hime Specials),['Comedy'],Special,['Sunrise'],2005-2010,Yojouhan Shinwa Taikei Specials,['Comedy'],DVD Special,['MADHOUSE'],2010,0
51109,2405,9492,Tetsujin 28-gou (1980) (The New Adventures of Gigantor),"['Action', 'Mecha']",TV,"['Tokyo Movie Shinsha', 'Studio Jack']",1980-1981,Tweeny Witches: The Adventures,"['Adventure', 'Episodic', 'Fantasy', 'Magic', 'Person in a Strange World']",OVA,['Studio 4\xc2\xb0C'],2007,0
